,id,brand,name,lat,lng,vicinity
2,ChIJbcCFzqdxljMRPmyRkWd4dEQ,Starbucks,Starbucks,14.8231959,120.2998478,"Rizal Highway, Corner of Argonaut St., Olongapo"
3,ChIJRwqbotBxljMRUDvSsDwFlk4,Starbucks,Starbucks - SM City Olongapo Central,14.8364025,120.2836629,"E 16th St, Olongapo"
231,ChIJZzbA9czOlzMRCazOhwNn-iA,Starbucks,Starbucks,14.518473,121.0198673,"Pasay 2F Newport Mall, Resorts World Manila Newport Boulevard, Pasay City"
319,ChIJr6TpfRDKlzMRfNb_xohVmkM,Starbucks,Starbucks Pacific Centre Binondo,14.5984288,120.9758118,"Unit 181, G/F Pacific Centre, 460 Quintin Paredes St. corner Sabino Padilla St., Binondo, Manila"
207,ChIJn8DSdT7PlzMR2V5T00gYqCY,Coffee Project,Project Seder,14.5056054,121.0568224,"7 Atis Street Zone 4, Taguig"
210,ChIJdQCPRXvJlzMRDYEzbDH8I-M,Coffee Project,The Milktea Project - Guadalupe Makati,14.5624379,121.0458753,Makati
211,ChIJ20ytEEi3lzMRtXUKWz64F2Q,Coffee Project,Macao Imperial Tea - Anonas,14.6281745,121.0631174,"Maligaya Building , Aurora Boulevard Cor. Anonas Street, Quirino 3-A , Proj. 3 , 1102 Quezon City , Metro Manila"
212,ChIJXRV-AKPOlzMRmGLgR4QFo28,Coffee Project,The Kitchen Project,14.507717,120.9962525,"4043 Gomburza St, Parañaque"
1,ChIJka3YzAvzpTMRRDAq3PdYKcY,Starbucks,Starbucks,11.595987,122.7476249,"Arnaldo Boulevard, Roxas City"
2,ChIJh_zDRaTypTMRHpKXNL0BEUU,Starbucks,Jacque's Coffee & Chills,11.6067305,122.7330678,"Bay-bay, Roxas City"
1,ChIJ2YCuvrpt-TIR8qB2agwDzQs,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf,7.103204,125.6442561,"Agdao, Davao City"
2,ChIJoaVsOqpt-TIRxCF7u09S23o,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,7.0916317,125.6124302,"Gf J.P. Laurel Ave, Bajada, Davao City"
3,ChIJUddN1kls-TIRaRwi0D8xYFM,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,7.0993492,125.631299,"SM Lanang Premier, J.P. Laurel Ave, Lanang, Davao City"
4,ChIJnewzF5lt-TIRF0_9WA9q6As,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,7.078643,125.6137851,"Upper Ground Level, Gaisano Mall, Gaisano Mall Drive, Poblacion District, Davao City"
5,ChIJk8270Nxt-TIRq-OWEQ0whg0,Coffee Bean and Tea Leaf,Beanleaf Coffee and Tea,7.1017624,125.6324896,"Damosa Gateway Corner Mamay Road, J.P. Laurel Ave, Barangay. Angliongto, Lanang, Davao City"
6,ChIJiYpdFqdt-TIR4a2MtLVutuM,Coffee Bean and Tea Leaf,Foodelico Bistro,7.0824637,125.611342,"F. Torres St, Bajada, Davao City"
7,ChIJ4eTZrFNs-TIRmtvvNcRfIwg,Coffee Bean and Tea Leaf,Green Coffee (Bajada),7.096886599999999,125.6177063,"J.P. Laurel Ave, Buhangin, Davao City"
8,ChIJ_-v_OKpt-TIRq0hQxbzG0_g,Coffee Bean and Tea Leaf,Blugre Coffee,7.091648699999999,125.6104915,"Abreeza Mall, J.P. Laurel Ave, Bajada, Davao City"
9,ChIJW8V6eaZt-TIRgxKm9RSbphs,Coffee Bean and Tea Leaf,Batu Cafe,7.083499199999999,125.6145701,"Las Casitas Hotel - Obrero, Bo. Obrero, 509 Loyola St, Davao City"
10,ChIJX28glqFt-TIRHA4y0L2sq1k,Coffee Bean and Tea Leaf,Gaisano Mall of Davao,7.077993500000001,125.6136525,"J.P. Laurel Ave, Bajada, Davao City"
11,ChIJb3xGJapt-TIRkcGU_JHpOFg,Starbucks,Starbucks,7.090739399999999,125.6115322,"KM 3 J.P. Laurel Ave, Poblacion District, Davao City"
12,ChIJc1nGUqdt-TIRJlQJOqJR8dQ,Starbucks,Starbucks,7.081416099999999,125.6100311,"109 F. Torres St, Poblacion District, Davao City"
13,ChIJvYo0scRt-TIRFxCn771Pvtc,Starbucks,Starbucks,7.061725999999999,125.5914391,"Talomo, Davao City"
17,ChIJ4xB5Hjhs-TIReMw1i4izmGY,Coffee Bean and Tea Leaf,CAFE AMOREE,7.102024999999999,125.632458,"Buhangin, Davao City"
1,ChIJy6jEZfM-qTMReKAZoVsOWVk,Starbucks,Starbucks Medina San Carlos Nora Masaba Cafe Club (Kapihan sa Medina),10.4914739,123.3872953,San Carlos City
4,ChIJGxy5HtNEkTMRdXpRVwCFAU4,Starbucks,I Love Milk Tea,15.9237243,120.3452718,"San Carlos - Urbiztondo Rd, San Carlos City"
6,ChIJiYTYi2ryljMRJ_Q8ix7FmEM,Starbucks,Starbucks,15.1467742,120.5943104,"Excelsior Bldg., McArthur Highway, Angeles City 2009"
11,ChIJi5PQ4uDwljMRFE0zTwNwTHU,Starbucks,Starbucks Lakeshore,15.0953858,120.6695426,"Old Lakeshore Exit, E1, Mexico"
14,ChIJJ9cMOa3tljMRvYySFOSlgOk,Starbucks,Starbucks Two West Aeropark,15.1784924,120.5726767,"Gatwick Gateway, Clark Freeport, Mabalacat"
17,ChIJuxQ11_vtljMRu8MUT5CYg4Q,Starbucks,Seattle's Best Coffee,15.1876104,120.5496427,"Andres Bonifacio Avenue, Clark Freeport, Mabalacat"
20,ChIJyVLuARLzljMRlcFEPdWtdms,Coffee Project,Tea Project Angeles AUF,15.1458683,120.5956846,"Magnolia St, Angeles"
23,ChIJD_i022r3ljMRcQJvNzIhi6k,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf (Laus Group Complex),15.0468574,120.6892752,"The Event Centre Boulevard, LausGroup Complex, Jose Abad Santos Avenue, San Fernando"
